,bhk,type,area,price,price_unit,region,status
70199,2,Apartment,775,1.9,Cr,Ghatkopar,Under Construction
70257,1,Apartment,750,1.05,Cr,Ghatkopar,Ready to move
70563,1,Apartment,520,1,Cr,Ghatkopar,Under Construction
70564,2,Apartment,971,1.7,Cr,Ghatkopar,Under Construction
70566,1,Apartment,663,1,Cr,Ghatkopar,Ready to move
70567,2,Apartment,898,1.7,Cr,Ghatkopar,Ready to move
70569,2,Apartment,971,1.7,Cr,Ghatkopar,Under Construction
70639,2,Apartment,1372,1.7,Cr,Ghatkopar,Ready to move
70640,3,Apartment,1644,1.9,Cr,Ghatkopar,Ready to move
70680,3,Apartment,1250,4.42,Cr,Ghatkopar,Under Construction
70842,2,Apartment,800,1.89,Cr,Ghatkopar,Under Construction
70866,1,Apartment,653,1,Cr,Ghatkopar,Ready to move
70867,2,Apartment,972,1.7,Cr,Ghatkopar,Ready to move
70900,1,Apartment,603,1,Cr,Ghatkopar,Under Construction
70901,2,Apartment,926,1.7,Cr,Ghatkopar,Under Construction
70902,1,Apartment,672,1,Cr,Ghatkopar,Under Construction
70903,2,Apartment,1050,1.7,Cr,Ghatkopar,Under Construction
70913,1,Apartment,629,1,Cr,Ghatkopar,Under Construction
70917,2,Apartment,676,1.25,Cr,Ghatkopar,Under Construction
70964,1,Apartment,546,1,Cr,Ghatkopar,Under Construction
70965,2,Apartment,754,1.25,Cr,Ghatkopar,Under Construction
70974,1,Apartment,582,1,Cr,Ghatkopar,Under Construction
70975,2,Apartment,830,1.7,Cr,Ghatkopar,Under Construction
70979,1,Apartment,542,1,Cr,Ghatkopar,Under Construction
70980,2,Apartment,690,1.25,Cr,Ghatkopar,Under Construction
70984,2,Apartment,876,1.25,Cr,Ghatkopar,Under Construction
70985,3,Apartment,1154,1.7,Cr,Ghatkopar,Under Construction
71095,1,Apartment,503,1,Cr,Ghatkopar,Ready to move
71096,2,Apartment,802,1.7,Cr,Ghatkopar,Ready to move
71098,1,Apartment,422,1,Cr,Ghatkopar,Ready to move
71099,2,Apartment,684,1.5,Cr,Ghatkopar,Ready to move
71106,1,Apartment,746,1,Cr,Ghatkopar,Ready to move
71107,2,Apartment,821,1.25,Cr,Ghatkopar,Ready to move
71108,3,Apartment,1127,1.7,Cr,Ghatkopar,Ready to move
71109,1,Apartment,644,1,Cr,Ghatkopar,Ready to move
71110,2,Apartment,864,1.25,Cr,Ghatkopar,Ready to move
71111,3,Apartment,1010,1.7,Cr,Ghatkopar,Ready to move
71126,1,Apartment,553,1,Cr,Ghatkopar,Under Construction
71127,2,Apartment,754,1.5,Cr,Ghatkopar,Under Construction
71193,2,Apartment,833,1.5,Cr,Ghatkopar,Under Construction
71818,2,Apartment,722,2.03,Cr,Ghatkopar,Under Construction
71819,2,Apartment,808,2.17,Cr,Ghatkopar,Under Construction
71820,1,Apartment,517,1.4,Cr,Ghatkopar,Under Construction
71821,2,Apartment,712,1.94,Cr,Ghatkopar,Under Construction
71822,3,Apartment,1097,3,Cr,Ghatkopar,Under Construction
71823,1,Apartment,488,1.3,Cr,Ghatkopar,Under Construction
71824,2,Apartment,715,1.95,Cr,Ghatkopar,Under Construction
71825,2,Apartment,665,1.82,Cr,Ghatkopar,Under Construction
71826,1,Apartment,511,1.41,Cr,Ghatkopar,Under Construction
72086,3,Apartment,1000,2.77,Cr,Ghatkopar,Under Construction
72365,3,Apartment,962,3.36,Cr,Ghatkopar,Under Construction
72366,1,Apartment,288,1,Cr,Ghatkopar,Under Construction
72367,4,Apartment,1769,6.19,Cr,Ghatkopar,Under Construction
72368,2,Apartment,601,2.1,Cr,Ghatkopar,Under Construction
72369,3,Apartment,1109,3.88,Cr,Ghatkopar,Under Construction
72370,2,Apartment,829,2.89,Cr,Ghatkopar,Under Construction
72371,1,Apartment,405,1.41,Cr,Ghatkopar,Under Construction
72372,4,Apartment,1249,4.37,Cr,Ghatkopar,Under Construction
72373,3,Apartment,1059,3.7,Cr,Ghatkopar,Under Construction
72789,2,Apartment,548,1.2,Cr,Ghatkopar,Under Construction
72790,1,Apartment,451,99.24,L,Ghatkopar,Under Construction
72791,2,Apartment,735,1.61,Cr,Ghatkopar,Under Construction
72792,1,Apartment,436,95.95,L,Ghatkopar,Under Construction
72793,2,Apartment,724,1.59,Cr,Ghatkopar,Under Construction
72794,2,Apartment,566,1.24,Cr,Ghatkopar,Under Construction
72882,1,Apartment,403,95,L,Ghatkopar,Under Construction
73349,3,Apartment,1174,3.16,Cr,Ghatkopar,Under Construction
73350,1,Apartment,296,79.92,L,Ghatkopar,Under Construction
73351,4,Apartment,1464,3.95,Cr,Ghatkopar,Under Construction
73352,3,Apartment,1127,3.04,Cr,Ghatkopar,Under Construction
73353,2,Apartment,811,2.18,Cr,Ghatkopar,Under Construction
73354,2,Apartment,585,1.57,Cr,Ghatkopar,Under Construction
73355,1,Apartment,419,1.13,Cr,Ghatkopar,Under Construction
73356,1,Apartment,457,1.07,Cr,Ghatkopar,Under Construction
73357,2,Apartment,660,1.55,Cr,Ghatkopar,Under Construction
73358,1,Apartment,516,1.21,Cr,Ghatkopar,Under Construction
73359,2,Apartment,700,1.64,Cr,Ghatkopar,Under Construction
73360,3,Apartment,873,2.05,Cr,Ghatkopar,Under Construction
73361,2,Apartment,696,1.63,Cr,Ghatkopar,Under Construction
73408,2,Apartment,521,1.09,Cr,Ghatkopar,Under Construction
73409,2,Apartment,541,1.13,Cr,Ghatkopar,Under Construction
73410,1,Apartment,385,81.5,L,Ghatkopar,Under Construction
73411,1,Apartment,407,85.47,L,Ghatkopar,Under Construction
73412,2,Apartment,531,1.11,Cr,Ghatkopar,Under Construction
73413,1,Apartment,388,82.13,L,Ghatkopar,Under Construction
74294,1,Apartment,600,1.04,Cr,Ghatkopar,Under Construction
74297,2,Apartment,645,1.06,Cr,Ghatkopar,Under Construction
74830,2,Apartment,850,1.55,Cr,Ghatkopar,Under Construction
74909,3,Apartment,1000,2.77,Cr,Ghatkopar,Under Construction
74910,2,Apartment,722,2.03,Cr,Ghatkopar,Under Construction
74911,2,Apartment,808,2.17,Cr,Ghatkopar,Under Construction
74912,1,Apartment,517,1.4,Cr,Ghatkopar,Under Construction
74913,2,Apartment,712,1.94,Cr,Ghatkopar,Under Construction
74914,3,Apartment,1097,3,Cr,Ghatkopar,Under Construction
74915,1,Apartment,488,1.3,Cr,Ghatkopar,Under Construction
74916,2,Apartment,715,1.95,Cr,Ghatkopar,Under Construction
74917,2,Apartment,665,1.82,Cr,Ghatkopar,Under Construction
74918,1,Apartment,511,1.41,Cr,Ghatkopar,Under Construction
75381,1,Apartment,746,1.04,Cr,Ghatkopar,Ready to move
75387,1,Apartment,746,1.04,Cr,Ghatkopar,Ready to move
75388,1,Apartment,746,1.04,Cr,Ghatkopar,Ready to move
75389,2,Apartment,914,1.27,Cr,Ghatkopar,Ready to move
521,1,Apartment,580,80,L,Ghatkopar,Ready to move
550,3,Apartment,1360,2.7,Cr,Ghatkopar,Ready to move
612,1,Apartment,540,1,Cr,Ghatkopar,Ready to move
1344,1,Apartment,636,95,L,Ghatkopar,Under Construction
1345,2,Apartment,1055,1.75,Cr,Ghatkopar,Ready to move
1346,1,Studio Apartment,450,73,L,Ghatkopar,Ready to move
1347,1,Apartment,765,85,L,Ghatkopar,Ready to move
1348,1,Apartment,668,1.1,Cr,Ghatkopar,Under Construction
1351,1,Apartment,644,1.1,Cr,Ghatkopar,Ready to move
1492,1,Apartment,644,1.05,Cr,Ghatkopar,Ready to move
5463,3,Apartment,1281,3.6,Cr,Ghatkopar,Ready to move
5464,2,Apartment,1043,2.4,Cr,Ghatkopar,Ready to move
5465,3,Apartment,1860,4.71,Cr,Ghatkopar,Ready to move
9625,2,Apartment,1220,2,Cr,Ghatkopar,Ready to move
9626,2,Apartment,1220,2.05,Cr,Ghatkopar,Ready to move
9627,2,Apartment,1220,2.1,Cr,Ghatkopar,Ready to move
9628,3,Apartment,1360,2.28,Cr,Ghatkopar,Ready to move
9629,3,Apartment,1365,2.65,Cr,Ghatkopar,Ready to move
9630,3,Apartment,1365,2.75,Cr,Ghatkopar,Ready to move
9684,2,Apartment,1220,2.05,Cr,Ghatkopar,Ready to move
9685,2,Apartment,1220,1.98,Cr,Ghatkopar,Ready to move
9690,2,Apartment,1175,2.35,Cr,Ghatkopar,Ready to move
9691,2,Apartment,1175,2.4,Cr,Ghatkopar,Ready to move
9776,3,Apartment,1360,3,Cr,Ghatkopar,Ready to move
9777,3,Apartment,1250,2.8,Cr,Ghatkopar,Ready to move
9778,3,Apartment,1250,2.75,Cr,Ghatkopar,Ready to move
9779,2,Apartment,1230,2.38,Cr,Ghatkopar,Ready to move
9780,2,Apartment,1220,2.4,Cr,Ghatkopar,Ready to move
9781,3,Apartment,1470,2.5,Cr,Ghatkopar,Ready to move
9782,2,Apartment,1220,2.1,Cr,Ghatkopar,Ready to move
9783,2,Apartment,1220,1.95,Cr,Ghatkopar,Ready to move
9784,2,Apartment,1220,2,Cr,Ghatkopar,Ready to move
9790,3,Apartment,1250,2.7,Cr,Ghatkopar,Ready to move
9791,3,Apartment,1250,2.65,Cr,Ghatkopar,Ready to move
9792,2,Apartment,1220,2.35,Cr,Ghatkopar,Ready to move
9793,2,Apartment,1220,2.3,Cr,Ghatkopar,Ready to move
9795,2,Apartment,1220,1.9,Cr,Ghatkopar,Ready to move
9796,3,Apartment,1360,2.3,Cr,Ghatkopar,Ready to move
9797,3,Apartment,1360,2.25,Cr,Ghatkopar,Ready to move
9798,3,Apartment,1360,2.2,Cr,Ghatkopar,Ready to move
9817,3,Apartment,1470,2.45,Cr,Ghatkopar,Ready to move
9818,3,Apartment,1470,2.4,Cr,Ghatkopar,Ready to move
9819,3,Apartment,1470,2.35,Cr,Ghatkopar,Ready to move
9820,3,Apartment,1470,2.3,Cr,Ghatkopar,Ready to move
9821,3,Apartment,1360,2.35,Cr,Ghatkopar,Ready to move
9899,2,Apartment,1050,1.71,Cr,Ghatkopar,Ready to move
10637,5,Apartment,2700,5.2,Cr,Ghatkopar,Ready to move
10638,5,Apartment,2700,5.28,Cr,Ghatkopar,Ready to move
10734,2,Apartment,1150,1.75,Cr,Ghatkopar,Ready to move
11586,1,Apartment,420,90,L,Ghatkopar,Ready to move
11588,1,Apartment,644,1,Cr,Ghatkopar,Ready to move
11589,1,Apartment,644,1,Cr,Ghatkopar,Ready to move
11590,1,Apartment,450,1.04,Cr,Ghatkopar,Under Construction
11933,3,Apartment,1360,2.2,Cr,Ghatkopar,Ready to move
11934,3,Apartment,1360,2.3,Cr,Ghatkopar,Ready to move
12093,2,Apartment,800,1.7,Cr,Ghatkopar,Ready to move
12094,2,Apartment,980,1.85,Cr,Ghatkopar,Ready to move
12095,2,Apartment,850,1.65,Cr,Ghatkopar,Ready to move
12474,1,Apartment,500,1.3,Cr,Ghatkopar,Ready to move
12475,1,Apartment,600,1,Cr,Ghatkopar,Ready to move
13231,3,Apartment,1550,2.65,Cr,Ghatkopar,Ready to move
13335,3,Apartment,1450,2.35,Cr,Ghatkopar,Ready to move
13336,3,Apartment,1365,2.8,Cr,Ghatkopar,Ready to move
13431,1,Studio Apartment,350,74,L,Ghatkopar,Ready to move
13432,1,Studio Apartment,350,75,L,Ghatkopar,Ready to move
13453,2,Apartment,1143,2.35,Cr,Ghatkopar,Ready to move
13796,3,Apartment,1300,2.75,Cr,Ghatkopar,Ready to move
14866,2,Apartment,1046,2.75,Cr,Ghatkopar,Under Construction
14874,2,Apartment,862,1.87,Cr,Ghatkopar,Under Construction
14877,3,Apartment,1576,4.25,Cr,Ghatkopar,Under Construction
14878,3,Apartment,1190,2.75,Cr,Ghatkopar,Under Construction
14890,3,Apartment,1576,4.25,Cr,Ghatkopar,Under Construction
18413,1,Apartment,995,1.9,Cr,Ghatkopar,Ready to move
18657,2,Apartment,855,1.75,Cr,Ghatkopar,Ready to move
18738,4,Apartment,2700,4.5,Cr,Ghatkopar,Ready to move
19066,3,Apartment,1360,2.25,Cr,Ghatkopar,Ready to move
19256,4,Apartment,2700,4.3,Cr,Ghatkopar,Ready to move
19814,1,Apartment,410,74,L,Ghatkopar,Ready to move
24260,2,Apartment,810,1.3,Cr,Ghatkopar,Under Construction
25175,3,Apartment,1200,3,Cr,Ghatkopar,Ready to move
25708,1,Apartment,656,1.25,Cr,Ghatkopar,Ready to move
26237,3,Apartment,1575,3.89,Cr,Ghatkopar,Under Construction
26913,1,Apartment,491,1.18,Cr,Ghatkopar,Under Construction
27297,3,Apartment,1313,3.45,Cr,Ghatkopar,Ready to move
27298,2,Apartment,850,2.27,Cr,Ghatkopar,Ready to move
27299,2,Apartment,644,1.67,Cr,Ghatkopar,Ready to move
27352,2,Apartment,690,2.15,Cr,Ghatkopar,Under Construction
27353,1,Apartment,471,1.31,Cr,Ghatkopar,Under Construction
27354,3,Apartment,816,2.55,Cr,Ghatkopar,Under Construction
27355,1,Apartment,626,1.71,Cr,Ghatkopar,Under Construction
27356,1,Apartment,505,1.41,Cr,Ghatkopar,Under Construction
27559,2,Apartment,663,1.66,Cr,Ghatkopar,Under Construction
27560,3,Apartment,915,2.25,Cr,Ghatkopar,Under Construction
31851,3,Apartment,1569,3.65,Cr,Ghatkopar,Ready to move
32038,3,Apartment,1313,3.04,Cr,Ghatkopar,Under Construction
32039,2,Apartment,858,2,Cr,Ghatkopar,Under Construction
32041,3,Apartment,915,2.42,Cr,Ghatkopar,Under Construction
32676,2,Apartment,1190,2.1,Cr,Ghatkopar,Ready to move
32677,3,Apartment,1550,2.5,Cr,Ghatkopar,Ready to move
34435,2,Apartment,1190,2.1,Cr,Ghatkopar,Ready to move
34436,3,Apartment,1550,2.5,Cr,Ghatkopar,Ready to move
36307,3,Apartment,1200,2.75,Cr,Ghatkopar,Ready to move
39113,1,Apartment,480,98,L,Ghatkopar,Ready to move
39153,1,Apartment,644,1.1,Cr,Ghatkopar,Ready to move
39154,1,Apartment,644,1.02,Cr,Ghatkopar,Ready to move
39155,1,Apartment,644,1.04,Cr,Ghatkopar,Ready to move
40247,1,Apartment,644,1.05,Cr,Ghatkopar,Ready to move
40573,2,Apartment,1050,1.65,Cr,Ghatkopar,Ready to move
41806,1,Apartment,494,1.21,Cr,Ghatkopar,Under Construction
41807,3,Apartment,834,2.11,Cr,Ghatkopar,Under Construction
41808,1,Apartment,544,1.44,Cr,Ghatkopar,Under Construction
41809,3,Apartment,1110,2.94,Cr,Ghatkopar,Under Construction
41810,2,Apartment,801,2.12,Cr,Ghatkopar,Under Construction
41811,2,Apartment,740,1.96,Cr,Ghatkopar,Under Construction
41812,2,Apartment,730,1.93,Cr,Ghatkopar,Under Construction
41813,2,Apartment,697,1.85,Cr,Ghatkopar,Under Construction
41814,1,Apartment,533,1.42,Cr,Ghatkopar,Under Construction
41815,2,Apartment,766,2.03,Cr,Ghatkopar,Under Construction
41816,3,Apartment,965,2.56,Cr,Ghatkopar,Under Construction
41817,2,Apartment,660,1.67,Cr,Ghatkopar,Under Construction
41818,1,Apartment,501,1.33,Cr,Ghatkopar,Under Construction
41819,2,Apartment,777,2.06,Cr,Ghatkopar,Under Construction
41820,3,Apartment,914,2.42,Cr,Ghatkopar,Under Construction
41821,1,Apartment,496,1.31,Cr,Ghatkopar,Under Construction
41822,1,Apartment,545,1.44,Cr,Ghatkopar,Under Construction
41823,1,Apartment,547,1.45,Cr,Ghatkopar,Under Construction
52528,3,Apartment,945,2.2,Cr,Ghatkopar,Ready to move
52566,3,Apartment,1240,2.66,Cr,Ghatkopar,Ready to move
52578,3,Apartment,1240,2.66,Cr,Ghatkopar,Ready to move
55665,2,Apartment,1360,2.45,Cr,Ghatkopar,Ready to move
55666,3,Apartment,1455,2.5,Cr,Ghatkopar,Ready to move
55667,3,Apartment,1800,3.9,Cr,Ghatkopar,Ready to move
55781,2,Apartment,644,2.45,Cr,Ghatkopar,Ready to move
56201,2,Apartment,1053,1.8,Cr,Ghatkopar,Ready to move
56202,3,Apartment,1475,2.35,Cr,Ghatkopar,Ready to move
56203,2,Apartment,1050,1.75,Cr,Ghatkopar,Ready to move
56870,2,Apartment,1224,2.1,Cr,Ghatkopar,Ready to move
57055,2,Apartment,800,1.67,Cr,Ghatkopar,Ready to move
57056,3,Apartment,1650,3.24,Cr,Ghatkopar,Ready to move
57058,2,Apartment,975,1.93,Cr,Ghatkopar,Under Construction
57059,3,Apartment,1050,2.29,Cr,Ghatkopar,Under Construction
57424,2,Apartment,849,2.45,Cr,Ghatkopar,Under Construction
57499,1,Apartment,557,1.1,Cr,Ghatkopar,Under Construction
57774,2,Apartment,856,1.7,Cr,Ghatkopar,Ready to move
57775,3,Apartment,1490,2.9,Cr,Ghatkopar,Ready to move
57875,2,Apartment,1063,1.87,Cr,Ghatkopar,Under Construction
58157,2,Apartment,963,1.87,Cr,Ghatkopar,Under Construction
58158,2,Apartment,1063,1.87,Cr,Ghatkopar,Under Construction
58159,2,Apartment,1063,1.88,Cr,Ghatkopar,Under Construction
58160,2,Apartment,1063,1.88,Cr,Ghatkopar,Under Construction
58161,2,Apartment,1063,1.88,Cr,Ghatkopar,Under Construction
58162,2,Apartment,1063,1.87,Cr,Ghatkopar,Under Construction
63672,1,Apartment,590,50,L,Ghatkopar,Ready to move
64088,2,Apartment,722,1.3,Cr,Ghatkopar,Under Construction
64098,3,Apartment,804,1.42,Cr,Ghatkopar,Under Construction
66696,3,Apartment,1250,2.71,Cr,Ghatkopar,Ready to move
66723,3,Apartment,1056,2,Cr,Ghatkopar,Ready to move
66922,2,Apartment,1115,1.7,Cr,Ghatkopar,Ready to move
66957,3,Apartment,1189,2,Cr,Ghatkopar,Under Construction
66964,3,Apartment,1444,2.25,Cr,Ghatkopar,Ready to move
67529,1,Apartment,340,65,L,Ghatkopar,Ready to move
67588,2,Apartment,741,1.25,Cr,Ghatkopar,Ready to move
67686,1,Apartment,600,92,L,Ghatkopar,Under Construction
67687,2,Apartment,800,1.33,Cr,Ghatkopar,Under Construction
67688,3,Apartment,1075,2.2,Cr,Ghatkopar,Under Construction
67689,2,Apartment,750,1.45,Cr,Ghatkopar,Under Construction
67937,1,Apartment,600,1,Cr,Ghatkopar,Ready to move
68180,1,Apartment,385,75,L,Ghatkopar,Ready to move
68560,2,Apartment,901,2.45,Cr,Ghatkopar,Ready to move
68888,3,Apartment,1749,2.5,Cr,Ghatkopar,Ready to move
68903,3,Apartment,1713,2.5,Cr,Ghatkopar,Ready to move
69341,1,Apartment,557,1.1,Cr,Ghatkopar,Under Construction
71910,2,Apartment,663,1.66,Cr,Ghatkopar,Under Construction
71911,3,Apartment,915,2.25,Cr,Ghatkopar,Under Construction
75157,1,Apartment,550,92,L,Ghatkopar,Ready to move
75159,1,Apartment,600,1.15,Cr,Ghatkopar,Ready to move
75210,3,Apartment,1250,55,L,Ghatkopar,Ready to move
75617,1,Studio Apartment,500,90,L,Ghatkopar,Ready to move
75618,1,Studio Apartment,500,90,L,Ghatkopar,Ready to move
75619,1,Studio Apartment,500,90,L,Ghatkopar,Ready to move
75620,1,Studio Apartment,500,90,L,Ghatkopar,Ready to move
75621,1,Studio Apartment,500,90,L,Ghatkopar,Ready to move
729,3,Apartment,3300,12,Cr,Lower Parel,Ready to move
1309,1,Apartment,500,1.4,Cr,Lower Parel,Ready to move
1331,1,Apartment,500,1.44,Cr,Lower Parel,Ready to move
1333,2,Apartment,1026,4.25,Cr,Lower Parel,Ready to move
1645,1,Apartment,500,1.41,Cr,Lower Parel,Ready to move
1705,5,Apartment,3000,12,Cr,Lower Parel,Ready to move
3629,1,Apartment,544,1.45,Cr,Lower Parel,Under Construction
3741,2,Apartment,1026,4.25,Cr,Lower Parel,Ready to move
4268,2,Apartment,1020,2.7,Cr,Lower Parel,Ready to move
4658,2,Apartment,1000,2.7,Cr,Lower Parel,Ready to move
5153,2,Apartment,2000,6.75,Cr,Lower Parel,Ready to move
6624,1,Apartment,600,1.8,Cr,Lower Parel,Under Construction
6857,2,Apartment,850,3.25,Cr,Lower Parel,Ready to move
7270,3,Apartment,1500,7.39,Cr,Lower Parel,Ready to move
7472,2,Apartment,503,11.5,L,Lower Parel,Ready to move
7679,2,Apartment,950,3.85,Cr,Lower Parel,Under Construction
7965,3,Apartment,2560,9.5,Cr,Lower Parel,Ready to move
8359,2,Apartment,1405,5.9,Cr,Lower Parel,Ready to move
9657,5,Villa,6900,33,Cr,Lower Parel,Ready to move
9658,5,Villa,6500,32,Cr,Lower Parel,Ready to move
9660,5,Villa,7900,29,Cr,Lower Parel,Ready to move
9663,5,Villa,6500,32,Cr,Lower Parel,Ready to move
9665,5,Villa,7900,29,Cr,Lower Parel,Ready to move
10732,3,Apartment,3970,9.5,Cr,Lower Parel,Ready to move
10739,3,Apartment,3200,8.5,Cr,Lower Parel,Ready to move
10741,4,Apartment,3100,13,Cr,Lower Parel,Ready to move
10743,4,Apartment,3200,6.75,Cr,Lower Parel,Ready to move
10748,2,Apartment,1270,4,Cr,Lower Parel,Ready to move
10750,3,Apartment,1600,5.3,Cr,Lower Parel,Ready to move
11416,5,Apartment,4000,22,Cr,Lower Parel,Ready to move
11510,3,Apartment,2088,6.49,Cr,Lower Parel,Ready to move
11511,4,Apartment,2349,8.89,Cr,Lower Parel,Ready to move
11668,3,Apartment,1880,6.5,Cr,Lower Parel,Ready to move
13484,1,Apartment,481,1.77,Cr,Lower Parel,Under Construction
13485,1,Apartment,473,1.75,Cr,Lower Parel,Under Construction
13486,1,Apartment,449,1.66,Cr,Lower Parel,Under Construction
13487,1,Apartment,439,1.62,Cr,Lower Parel,Under Construction
13960,4,Apartment,2640,11,Cr,Lower Parel,Ready to move
13993,2,Apartment,950,2.8,Cr,Lower Parel,Ready to move
14442,6,Apartment,6500,23,Cr,Lower Parel,Ready to move
14475,2,Apartment,865,2.25,Cr,Lower Parel,Under Construction
15305,5,Villa,6700,33,Cr,Lower Parel,Ready to move
15800,5,Villa,6700,34,Cr,Lower Parel,Ready to move
16401,2,Apartment,1271,4.15,Cr,Lower Parel,Under Construction
16594,2,Apartment,1021,2.68,Cr,Lower Parel,Under Construction
16923,2,Apartment,954,3.2,Cr,Lower Parel,Under Construction
17682,2,Apartment,1473,3.99,Cr,Lower Parel,Ready to move
19089,4,Apartment,2100,10.5,Cr,Lower Parel,Ready to move
19095,4,Apartment,2700,10.5,Cr,Lower Parel,Ready to move
19097,5,Apartment,3144,24.5,Cr,Lower Parel,Ready to move
19328,2,Apartment,672,3.2,Cr,Lower Parel,Under Construction
19329,2,Apartment,668,2.78,Cr,Lower Parel,Under Construction
20343,3,Apartment,2000,10,Cr,Lower Parel,Ready to move
20764,3,Apartment,1450,9.5,Cr,Lower Parel,Ready to move
20769,4,Apartment,3075,10.75,Cr,Lower Parel,Ready to move
20770,3,Apartment,2164,6.75,Cr,Lower Parel,Ready to move
20771,4,Apartment,3162,12.5,Cr,Lower Parel,Ready to move
21131,2,Apartment,1473,4.25,Cr,Lower Parel,Ready to move
21136,3,Apartment,1600,4.5,Cr,Lower Parel,Ready to move
21443,2,Apartment,892,4.6,Cr,Lower Parel,Ready to move
21449,4,Apartment,1601,9.5,Cr,Lower Parel,Ready to move
21450,2,Apartment,892,4.3,Cr,Lower Parel,Ready to move
21453,4,Apartment,2100,10.5,Cr,Lower Parel,Ready to move
21637,3,Apartment,1450,9.5,Cr,Lower Parel,Ready to move
21783,4,Apartment,3075,11,Cr,Lower Parel,Ready to move
21784,3,Apartment,2164,7.25,Cr,Lower Parel,Ready to move
21785,3,Apartment,1250,5.25,Cr,Lower Parel,Ready to move
22150,3,Apartment,1092,6,Cr,Lower Parel,Ready to move
22151,3,Apartment,1323,7.2,Cr,Lower Parel,Ready to move
22189,3,Apartment,1095,6.95,Cr,Lower Parel,Ready to move
22191,3,Apartment,1375,7,Cr,Lower Parel,Ready to move
22259,3,Apartment,1450,8,Cr,Lower Parel,Ready to move
22261,4,Apartment,1950,13.5,Cr,Lower Parel,Ready to move
26368,4,Apartment,2657,17.22,Cr,Lower Parel,Ready to move
26369,3,Apartment,2251,14.69,Cr,Lower Parel,Ready to move
26370,3,Apartment,2185,13.93,Cr,Lower Parel,Ready to move
26371,4,Apartment,2699,17.56,Cr,Lower Parel,Ready to move
26372,4,Apartment,2696,17.52,Cr,Lower Parel,Ready to move
26373,3,Apartment,2198,14.15,Cr,Lower Parel,Ready to move
27053,3,Apartment,1535,7.52,Cr,Lower Parel,Under Construction
27054,3,Apartment,1540,7.54,Cr,Lower Parel,Under Construction
27055,4,Apartment,2019,9.89,Cr,Lower Parel,Under Construction
27056,4,Apartment,1887,9.24,Cr,Lower Parel,Under Construction
27057,4,Apartment,1820,8.91,Cr,Lower Parel,Under Construction
27058,5,Apartment,3510,17.19,Cr,Lower Parel,Under Construction
27059,4,Apartment,1912,9.36,Cr,Lower Parel,Under Construction
27060,3,Apartment,1553,7.6,Cr,Lower Parel,Under Construction
27062,3,Apartment,1244,6.99,Cr,Lower Parel,Ready to move
27063,2,Apartment,918,5.22,Cr,Lower Parel,Ready to move
27064,3,Apartment,1111,6.32,Cr,Lower Parel,Ready to move
27065,3,Apartment,1316,7.49,Cr,Lower Parel,Ready to move
27066,2,Apartment,932,5.34,Cr,Lower Parel,Ready to move
27067,3,Apartment,1165,6.63,Cr,Lower Parel,Ready to move
27232,1,Apartment,363,1.5,Cr,Lower Parel,Under Construction
