,bhk,type,area,price,price_unit,region,status
31372,3,Apartment,1100,2.35,Cr,Ghatkopar,Under Construction
31568,1,Apartment,750,1.23,Cr,Ghatkopar,Ready to move
31921,2,Apartment,625,1.15,Cr,Ghatkopar,Under Construction
32040,3,Apartment,1024,2.75,Cr,Ghatkopar,Under Construction
32313,1,Apartment,548,1.09,Cr,Ghatkopar,Under Construction
33093,1,Apartment,421,79.85,L,Ghatkopar,Under Construction
33262,1,Apartment,620,98,L,Ghatkopar,Under Construction
33301,2,Apartment,629,1.39,Cr,Ghatkopar,Ready to move
33420,1,Apartment,453,89,L,Ghatkopar,Under Construction
33421,1,Apartment,453,89,L,Ghatkopar,Under Construction
33422,2,Apartment,626,1.32,Cr,Ghatkopar,Under Construction
33423,2,Apartment,626,1.32,Cr,Ghatkopar,Under Construction
33424,1,Apartment,453,89,L,Ghatkopar,Under Construction
33425,1,Apartment,453,89,L,Ghatkopar,Under Construction
33426,2,Apartment,626,1.32,Cr,Ghatkopar,Under Construction
33427,2,Apartment,626,1.32,Cr,Ghatkopar,Under Construction
33673,1,Apartment,421,79.85,L,Ghatkopar,Under Construction
33908,1,Apartment,421,79.85,L,Ghatkopar,Under Construction
34101,2,Apartment,629,1.39,Cr,Ghatkopar,Ready to move
34705,3,Apartment,1300,2.85,Cr,Ghatkopar,Under Construction
34872,2,Apartment,1072,1.64,Cr,Ghatkopar,Under Construction
34873,2,Apartment,1065,1.52,Cr,Ghatkopar,Under Construction
34874,1,Apartment,510,95,L,Ghatkopar,Under Construction
34875,2,Apartment,715,1.62,Cr,Ghatkopar,Under Construction
34876,2,Apartment,728,1.44,Cr,Ghatkopar,Under Construction
34877,3,Apartment,954,1.99,Cr,Ghatkopar,Under Construction
34878,2,Apartment,915,1.64,Cr,Ghatkopar,Under Construction
34880,1,Apartment,480,75,L,Ghatkopar,Under Construction
35119,2,Apartment,980,1.76,Cr,Ghatkopar,Ready to move
35318,2,Apartment,1072,1.64,Cr,Ghatkopar,Under Construction
35319,2,Apartment,1065,1.52,Cr,Ghatkopar,Under Construction
35320,1,Apartment,510,95,L,Ghatkopar,Under Construction
35321,2,Apartment,715,1.62,Cr,Ghatkopar,Under Construction
35322,2,Apartment,728,1.44,Cr,Ghatkopar,Under Construction
35323,3,Apartment,954,1.99,Cr,Ghatkopar,Under Construction
35324,2,Apartment,915,1.64,Cr,Ghatkopar,Under Construction
35326,1,Apartment,480,75,L,Ghatkopar,Under Construction
35329,2,Apartment,780,1.74,Cr,Ghatkopar,Under Construction
35351,2,Apartment,980,1.76,Cr,Ghatkopar,Ready to move
35460,2,Apartment,754,1.45,Cr,Ghatkopar,Ready to move
35464,2,Apartment,780,1.74,Cr,Ghatkopar,Under Construction
35545,2,Apartment,780,1.74,Cr,Ghatkopar,Under Construction
35564,2,Apartment,1072,1.64,Cr,Ghatkopar,Under Construction
35565,2,Apartment,1065,1.52,Cr,Ghatkopar,Under Construction
35566,1,Apartment,510,95,L,Ghatkopar,Under Construction
35567,2,Apartment,715,1.62,Cr,Ghatkopar,Under Construction
35758,2,Apartment,747,4.18,Cr,Ghatkopar,Under Construction
35832,3,Apartment,1217,6.81,Cr,Ghatkopar,Under Construction
35833,2,Apartment,907,5.08,Cr,Ghatkopar,Under Construction
35834,2,Apartment,747,4.18,Cr,Ghatkopar,Under Construction
36042,2,Apartment,689,1.34,Cr,Ghatkopar,Under Construction
36093,2,Apartment,689,1.34,Cr,Ghatkopar,Under Construction
36110,2,Apartment,543,1.7,Cr,Ghatkopar,Under Construction
36111,2,Apartment,691,2.16,Cr,Ghatkopar,Under Construction
36112,2,Apartment,624,1.95,Cr,Ghatkopar,Under Construction
36113,2,Apartment,590,1.84,Cr,Ghatkopar,Under Construction
36114,1,Apartment,424,1.19,Cr,Ghatkopar,Under Construction
36115,1,Apartment,440,1.23,Cr,Ghatkopar,Under Construction
36116,1,Apartment,510,1.43,Cr,Ghatkopar,Under Construction
36117,1,Apartment,406,1.14,Cr,Ghatkopar,Under Construction
36118,2,Apartment,549,1.71,Cr,Ghatkopar,Under Construction
36119,3,Apartment,962,3.36,Cr,Ghatkopar,Under Construction
36120,1,Apartment,288,1,Cr,Ghatkopar,Under Construction
36121,4,Apartment,1769,6.19,Cr,Ghatkopar,Under Construction
36122,2,Apartment,601,2.1,Cr,Ghatkopar,Under Construction
36123,3,Apartment,1109,3.88,Cr,Ghatkopar,Under Construction
36124,2,Apartment,829,2.89,Cr,Ghatkopar,Under Construction
36125,1,Apartment,405,1.41,Cr,Ghatkopar,Under Construction
36126,4,Apartment,1249,4.37,Cr,Ghatkopar,Under Construction
36127,3,Apartment,1059,3.7,Cr,Ghatkopar,Under Construction
36594,2,Apartment,623,1.36,Cr,Ghatkopar,Under Construction
36772,3,Apartment,1190,2.49,Cr,Ghatkopar,Under Construction
37079,1,Apartment,420,81.99,L,Ghatkopar,Under Construction
37080,2,Apartment,864,1.67,Cr,Ghatkopar,Under Construction
37081,1,Apartment,445,86.89,L,Ghatkopar,Under Construction
37082,2,Apartment,877,1.87,Cr,Ghatkopar,Under Construction
37083,3,Apartment,1156,2.5,Cr,Ghatkopar,Under Construction
37084,2,Apartment,872,1.81,Cr,Ghatkopar,Under Construction
37085,2,Apartment,876,1.84,Cr,Ghatkopar,Under Construction
37086,1,Apartment,437,84.99,L,Ghatkopar,Under Construction
37087,2,Apartment,915,1.99,Cr,Ghatkopar,Under Construction
37442,1,Apartment,591,1.53,Cr,Ghatkopar,Under Construction
37443,2,Apartment,500,1.3,Cr,Ghatkopar,Under Construction
37444,1,Studio Apartment,477,1.24,Cr,Ghatkopar,Under Construction
37445,1,Studio Apartment,385,1,Cr,Ghatkopar,Under Construction
37446,2,Apartment,590,1.53,Cr,Ghatkopar,Under Construction
37447,1,Apartment,498,1.29,Cr,Ghatkopar,Under Construction
37448,2,Apartment,663,1.72,Cr,Ghatkopar,Under Construction
37449,1,Apartment,454,1.18,Cr,Ghatkopar,Under Construction
37450,2,Apartment,666,1.73,Cr,Ghatkopar,Under Construction
37451,1,Apartment,307,79.82,L,Ghatkopar,Under Construction
37452,1,Studio Apartment,454,1.18,Cr,Ghatkopar,Under Construction
37453,2,Apartment,665,1.72,Cr,Ghatkopar,Under Construction
38006,1,Apartment,794,1.36,Cr,Ghatkopar,Under Construction
38356,3,Apartment,1046,3.6,Cr,Ghatkopar,Ready to move
38757,2,Apartment,1000,1.68,Cr,Ghatkopar,Ready to move
38758,1,Apartment,578,96.91,L,Ghatkopar,Ready to move
38759,1,Apartment,524,87.82,L,Ghatkopar,Ready to move
38760,1,Apartment,505,84.6,L,Ghatkopar,Ready to move
38820,1,Apartment,447,89.52,L,Ghatkopar,Under Construction
38821,1,Apartment,474,94.8,L,Ghatkopar,Under Construction
38922,2,Apartment,801,2.75,Cr,Ghatkopar,Under Construction
38923,2,Apartment,576,1.85,Cr,Ghatkopar,Under Construction
38924,3,Apartment,1022,3.72,Cr,Ghatkopar,Under Construction
38925,2,Apartment,745,2.38,Cr,Ghatkopar,Under Construction
38926,3,Apartment,929,3.09,Cr,Ghatkopar,Under Construction
38927,2,Apartment,634,2.23,Cr,Ghatkopar,Under Construction
38928,2,Apartment,630,1.79,Cr,Ghatkopar,Under Construction
38929,1,Apartment,400,1.1,Cr,Ghatkopar,Under Construction
38930,2,Apartment,550,1.55,Cr,Ghatkopar,Under Construction
39190,2,Apartment,925,1.65,Cr,Ghatkopar,Ready to move
39207,2,Apartment,780,1.06,Cr,Ghatkopar,Under Construction
39297,3,Apartment,1106,3.25,Cr,Ghatkopar,Ready to move
39298,3,Apartment,1106,3.25,Cr,Ghatkopar,Ready to move
39299,3,Apartment,1106,3.22,Cr,Ghatkopar,Ready to move
39316,2,Apartment,1087,1.25,Cr,Ghatkopar,Under Construction
39440,3,Apartment,1532,2.59,Cr,Ghatkopar,Under Construction
39607,3,Apartment,951,2.09,Cr,Ghatkopar,Under Construction
39608,3,Apartment,1040,2.28,Cr,Ghatkopar,Under Construction
39609,2,Apartment,660,1.45,Cr,Ghatkopar,Under Construction
39610,3,Apartment,976,2.63,Cr,Ghatkopar,Under Construction
39611,2,Apartment,743,1.63,Cr,Ghatkopar,Under Construction
39612,3,Apartment,1012,2.22,Cr,Ghatkopar,Under Construction
39613,2,Apartment,780,2.1,Cr,Ghatkopar,Under Construction
39652,1,Apartment,643,79,L,Ghatkopar,Under Construction
39666,1,Apartment,560,77.6,L,Ghatkopar,Under Construction
39820,2,Apartment,528,1.55,Cr,Ghatkopar,Under Construction
39822,1,Apartment,322,85,L,Ghatkopar,Under Construction
40048,1,Apartment,560,79,L,Ghatkopar,Under Construction
40240,1,Apartment,650,93,L,Ghatkopar,Under Construction
40757,2,Apartment,1000,1.57,Cr,Ghatkopar,Under Construction
40772,1,Apartment,520,1.25,Cr,Ghatkopar,Ready to move
41191,2,Apartment,660,1.5,Cr,Ghatkopar,Ready to move
41192,2,Apartment,1051,1.76,Cr,Ghatkopar,Ready to move
41193,2,Apartment,675,1.35,Cr,Ghatkopar,Under Construction
41194,2,Apartment,750,1.5,Cr,Ghatkopar,Ready to move
41198,2,Apartment,800,2.37,Cr,Ghatkopar,Ready to move
41199,2,Apartment,876,1.7,Cr,Ghatkopar,Ready to move
41200,2,Apartment,690,1.55,Cr,Ghatkopar,Ready to move
41732,3,Apartment,1191,3.57,Cr,Ghatkopar,Under Construction
41734,2,Apartment,777,2.33,Cr,Ghatkopar,Under Construction
41735,3,Apartment,1185,3.55,Cr,Ghatkopar,Under Construction
41789,3,Apartment,924,2.54,Cr,Ghatkopar,Under Construction
41790,2,Apartment,746,1.86,Cr,Ghatkopar,Under Construction
41791,2,Apartment,562,1.47,Cr,Ghatkopar,Under Construction
41792,2,Apartment,827,2.14,Cr,Ghatkopar,Under Construction
41793,2,Apartment,811,2.04,Cr,Ghatkopar,Under Construction
41794,2,Apartment,608,1.67,Cr,Ghatkopar,Under Construction
41824,2,Apartment,584,1.24,Cr,Ghatkopar,Under Construction
41825,2,Apartment,672,1.42,Cr,Ghatkopar,Under Construction
41826,1,Apartment,448,94.99,L,Ghatkopar,Under Construction
41827,1,Apartment,400,83.99,L,Ghatkopar,Under Construction
42079,1,Apartment,420,81.99,L,Ghatkopar,Under Construction
42080,2,Apartment,864,1.67,Cr,Ghatkopar,Under Construction
42081,1,Apartment,445,86.89,L,Ghatkopar,Under Construction
42082,2,Apartment,877,1.87,Cr,Ghatkopar,Under Construction
42083,3,Apartment,1156,2.5,Cr,Ghatkopar,Under Construction
42084,2,Apartment,872,1.81,Cr,Ghatkopar,Under Construction
42085,2,Apartment,876,1.84,Cr,Ghatkopar,Under Construction
42086,1,Apartment,437,84.99,L,Ghatkopar,Under Construction
42087,2,Apartment,915,1.99,Cr,Ghatkopar,Under Construction
43826,3,Apartment,1700,2.5,Cr,Ghatkopar,Ready to move
44362,2,Apartment,995,1.7,Cr,Ghatkopar,Ready to move
44786,2,Apartment,955,1.01,Cr,Ghatkopar,Ready to move
44787,2,Apartment,950,1.01,Cr,Ghatkopar,Ready to move
44847,2,Apartment,800,1.5,Cr,Ghatkopar,Under Construction
44909,2,Apartment,1120,2.1,Cr,Ghatkopar,Ready to move
44910,2,Apartment,1100,2.09,Cr,Ghatkopar,Ready to move
44911,2,Apartment,1100,2.1,Cr,Ghatkopar,Ready to move
44912,3,Apartment,1355,2.77,Cr,Ghatkopar,Ready to move
44913,3,Apartment,1350,2.76,Cr,Ghatkopar,Ready to move
44914,3,Apartment,1350,2.75,Cr,Ghatkopar,Ready to move
44915,3,Apartment,1350,2.76,Cr,Ghatkopar,Ready to move
44916,3,Apartment,1255,2.19,Cr,Ghatkopar,Ready to move
44917,3,Apartment,1125,2.18,Cr,Ghatkopar,Ready to move
44918,3,Apartment,1125,2.16,Cr,Ghatkopar,Ready to move
44919,3,Apartment,1125,2.17,Cr,Ghatkopar,Ready to move
44920,3,Apartment,1125,2.18,Cr,Ghatkopar,Ready to move
44921,3,Apartment,1255,2.2,Cr,Ghatkopar,Ready to move
44922,2,Apartment,1100,2.11,Cr,Ghatkopar,Ready to move
44923,2,Apartment,1100,2.11,Cr,Ghatkopar,Ready to move
44924,2,Apartment,1100,2.11,Cr,Ghatkopar,Ready to move
44925,2,Apartment,1100,2.11,Cr,Ghatkopar,Ready to move
44926,2,Apartment,1100,2.11,Cr,Ghatkopar,Ready to move
44927,2,Apartment,955,2.11,Cr,Ghatkopar,Ready to move
44928,2,Apartment,1100,2.11,Cr,Ghatkopar,Under Construction
44929,2,Apartment,1100,2.11,Cr,Ghatkopar,Under Construction
44930,2,Apartment,1100,2.11,Cr,Ghatkopar,Ready to move
44931,2,Apartment,1100,2.11,Cr,Ghatkopar,Ready to move
44933,3,Apartment,1350,2.75,Cr,Ghatkopar,Ready to move
44934,3,Apartment,1380,2.77,Cr,Ghatkopar,Ready to move
45200,2,Apartment,1100,2.08,Cr,Ghatkopar,Ready to move
45201,2,Apartment,1100,2.1,Cr,Ghatkopar,Ready to move
45202,2,Apartment,1152,2.11,Cr,Ghatkopar,Ready to move
47086,2,Apartment,680,2.3,Cr,Ghatkopar,Ready to move
47087,1,Apartment,468,1.2,Cr,Ghatkopar,Ready to move
47088,2,Apartment,650,2,Cr,Ghatkopar,Ready to move
47089,1,Apartment,420,1.1,Cr,Ghatkopar,Ready to move
47090,2,Apartment,656,1.95,Cr,Ghatkopar,Ready to move
47091,1,Apartment,560,90,L,Ghatkopar,Ready to move
48494,1,Apartment,453,95,L,Ghatkopar,Under Construction
49138,2,Apartment,628,1.5,Cr,Ghatkopar,Under Construction
49139,2,Apartment,528,1.2,Cr,Ghatkopar,Under Construction
49140,2,Apartment,575,1.4,Cr,Ghatkopar,Under Construction
49141,2,Apartment,637,1.4,Cr,Ghatkopar,Under Construction
49142,2,Apartment,624,1.45,Cr,Ghatkopar,Under Construction
49150,2,Apartment,745,2.1,Cr,Ghatkopar,Under Construction
49151,2,Apartment,715,2.05,Cr,Ghatkopar,Under Construction
49153,2,Apartment,576,1.45,Cr,Ghatkopar,Under Construction
50527,1,Apartment,526,93,L,Ghatkopar,Under Construction
50536,2,Apartment,879,1.55,Cr,Ghatkopar,Under Construction
50537,1,Apartment,560,92,L,Ghatkopar,Under Construction
50544,2,Apartment,879,1.55,Cr,Ghatkopar,Under Construction
50545,1,Apartment,560,92,L,Ghatkopar,Under Construction
50555,2,Apartment,816,1.18,Cr,Ghatkopar,Under Construction
50572,1,Apartment,526,93,L,Ghatkopar,Under Construction
52599,2,Apartment,876,1.8,Cr,Ghatkopar,Ready to move
52642,2,Apartment,574,1.38,Cr,Ghatkopar,Under Construction
52898,1,Apartment,612,99,L,Ghatkopar,Ready to move
54176,1,Apartment,395,1.09,Cr,Ghatkopar,Under Construction
54177,2,Apartment,584,1.5,Cr,Ghatkopar,Under Construction
54178,2,Apartment,573,1.46,Cr,Ghatkopar,Under Construction
54179,1,Apartment,372,1,Cr,Ghatkopar,Under Construction
54180,2,Apartment,626,1.32,Cr,Ghatkopar,Under Construction
54181,1,Apartment,453,95,L,Ghatkopar,Under Construction
54182,1,Apartment,443,93,L,Ghatkopar,Under Construction
54330,2,Apartment,671,1.73,Cr,Ghatkopar,Under Construction
54331,2,Apartment,542,1.41,Cr,Ghatkopar,Under Construction
54332,2,Apartment,624,1.61,Cr,Ghatkopar,Under Construction
54333,2,Apartment,580,1.51,Cr,Ghatkopar,Under Construction
54439,2,Apartment,929,1.35,Cr,Ghatkopar,Under Construction
54711,1,Apartment,572,1.05,Cr,Ghatkopar,Ready to move
55201,1,Apartment,572,1.05,Cr,Ghatkopar,Ready to move
55246,1,Apartment,572,1.05,Cr,Ghatkopar,Ready to move
55318,1,Apartment,426,1.1,Cr,Ghatkopar,Ready to move
55341,1,Apartment,426,1.1,Cr,Ghatkopar,Ready to move
55515,1,Apartment,513,98,L,Ghatkopar,Under Construction
55516,1,Apartment,540,99,L,Ghatkopar,Under Construction
55522,2,Apartment,930,1.35,Cr,Ghatkopar,Under Construction
55523,1,Apartment,604,86,L,Ghatkopar,Under Construction
55645,1,Apartment,575,85,L,Ghatkopar,Under Construction
55647,2,Apartment,810,1.47,Cr,Ghatkopar,Under Construction
55740,2,Apartment,880,1.25,Cr,Ghatkopar,Under Construction
55744,1,Apartment,734,1,Cr,Ghatkopar,Under Construction
55762,1,Apartment,526,1,Cr,Ghatkopar,Under Construction
55798,1,Apartment,500,80,L,Ghatkopar,Under Construction
55835,1,Apartment,606,1.05,Cr,Ghatkopar,Under Construction
56248,2,Apartment,850,1.65,Cr,Ghatkopar,Ready to move
56854,1,Apartment,568,1.05,Cr,Ghatkopar,Ready to move
56859,2,Apartment,1189,2.2,Cr,Ghatkopar,Ready to move
57000,2,Apartment,642,1.1,Cr,Ghatkopar,Under Construction
57053,2,Apartment,825,1.95,Cr,Ghatkopar,Under Construction
57186,1,Apartment,422,72,L,Ghatkopar,Under Construction
57401,1,Apartment,679,72,L,Ghatkopar,Under Construction
58796,1,Apartment,613,1.37,Cr,Ghatkopar,Under Construction
58797,1,Apartment,543,79,L,Ghatkopar,Under Construction
58798,1,Apartment,574,92,L,Ghatkopar,Under Construction
58844,1,Apartment,541,1.57,Cr,Ghatkopar,Under Construction
59613,1,Apartment,600,1.04,Cr,Ghatkopar,Under Construction
59614,2,Apartment,780,1.24,Cr,Ghatkopar,Under Construction
59615,1,Apartment,600,96,L,Ghatkopar,Under Construction
59616,1,Apartment,500,69,L,Ghatkopar,Under Construction
59617,3,Apartment,1050,1.63,Cr,Ghatkopar,Under Construction
59618,2,Apartment,850,1.2,Cr,Ghatkopar,Under Construction
60855,4,Apartment,1450,2.8,Cr,Ghatkopar,Under Construction
60857,2,Apartment,925,2.24,Cr,Ghatkopar,Under Construction
61652,2,Apartment,873,1.25,Cr,Ghatkopar,Under Construction
61653,3,Apartment,959,1.5,Cr,Ghatkopar,Under Construction
61663,2,Apartment,845,1.4,Cr,Ghatkopar,Under Construction
61664,2,Apartment,852,1.5,Cr,Ghatkopar,Under Construction
61665,3,Apartment,1228,2.25,Cr,Ghatkopar,Under Construction
61666,2,Apartment,828,1,Cr,Ghatkopar,Under Construction
61692,2,Apartment,816,1.5,Cr,Ghatkopar,Under Construction
61693,1,Apartment,650,1,Cr,Ghatkopar,Under Construction
61785,2,Apartment,873,1.25,Cr,Ghatkopar,Under Construction
61786,3,Apartment,959,1.5,Cr,Ghatkopar,Under Construction
62167,2,Apartment,600,1.1,Cr,Ghatkopar,Under Construction
62168,1,Apartment,500,95,L,Ghatkopar,Under Construction
62298,4,Apartment,1950,5.61,Cr,Ghatkopar,Under Construction
63359,5,Apartment,2100,6.29,Cr,Ghatkopar,Ready to move
63371,2,Apartment,890,1.48,Cr,Ghatkopar,Under Construction
63380,1,Apartment,590,93,L,Ghatkopar,Under Construction
63381,1,Apartment,625,1.03,Cr,Ghatkopar,Under Construction
63382,2,Apartment,800,1.42,Cr,Ghatkopar,Under Construction
63383,2,Apartment,725,1.31,Cr,Ghatkopar,Under Construction
63467,3,Apartment,1150,2.05,Cr,Ghatkopar,Under Construction
63468,1,Apartment,650,1.07,Cr,Ghatkopar,Under Construction
63469,2,Apartment,875,1.55,Cr,Ghatkopar,Under Construction
63470,3,Apartment,1300,3.78,Cr,Ghatkopar,Under Construction
63627,1,Apartment,600,79.99,L,Ghatkopar,Under Construction
63628,2,Apartment,880,1.4,Cr,Ghatkopar,Under Construction
63629,3,Apartment,1500,4.07,Cr,Ghatkopar,Under Construction
63674,1,Apartment,630,1.05,Cr,Ghatkopar,Ready to move
63675,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63676,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63678,1,Apartment,506,93,L,Ghatkopar,Under Construction
63682,1,Apartment,518,1.11,Cr,Ghatkopar,Ready to move
63683,1,Apartment,694,1.6,Cr,Ghatkopar,Ready to move
63684,1,Apartment,694,1.6,Cr,Ghatkopar,Ready to move
63685,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63686,2,Apartment,750,1.79,Cr,Ghatkopar,Ready to move
63695,1,Apartment,630,1.07,Cr,Ghatkopar,Ready to move
63696,1,Apartment,630,1.05,Cr,Ghatkopar,Ready to move
63700,2,Apartment,694,1.6,Cr,Ghatkopar,Ready to move
63705,1,Apartment,630,1.07,Cr,Ghatkopar,Ready to move
63706,1,Apartment,630,1.07,Cr,Ghatkopar,Ready to move
63707,1,Apartment,630,1.05,Cr,Ghatkopar,Ready to move
63715,1,Apartment,391,1.2,Cr,Ghatkopar,Ready to move
63716,1,Apartment,391,1.2,Cr,Ghatkopar,Ready to move
63734,1,Apartment,694,1.6,Cr,Ghatkopar,Ready to move
63735,1,Apartment,694,1.6,Cr,Ghatkopar,Ready to move
63736,1,Apartment,518,1.11,Cr,Ghatkopar,Ready to move
63737,1,Apartment,391,1.2,Cr,Ghatkopar,Ready to move
63746,2,Apartment,740,2.31,Cr,Ghatkopar,Ready to move
63748,2,Apartment,694,1.6,Cr,Ghatkopar,Ready to move
63751,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63752,1,Apartment,391,1.2,Cr,Ghatkopar,Ready to move
63759,2,Apartment,740,2.31,Cr,Ghatkopar,Ready to move
63768,2,Apartment,694,1.6,Cr,Ghatkopar,Ready to move
63769,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63770,1,Apartment,630,1.05,Cr,Ghatkopar,Ready to move
63771,2,Apartment,918,1.6,Cr,Ghatkopar,Ready to move
63777,2,Apartment,750,1.79,Cr,Ghatkopar,Ready to move
63778,2,Apartment,739,1.55,Cr,Ghatkopar,Under Construction
63786,2,Apartment,918,1.6,Cr,Ghatkopar,Ready to move
63805,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63814,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63822,2,Apartment,739,1.55,Cr,Ghatkopar,Under Construction
63824,2,Apartment,740,2.45,Cr,Ghatkopar,Ready to move
63825,2,Apartment,550,1.03,Cr,Ghatkopar,Under Construction
63826,2,Apartment,739,1.38,Cr,Ghatkopar,Under Construction
63828,2,Apartment,750,1.79,Cr,Ghatkopar,Ready to move
63848,2,Apartment,946,2.2,Cr,Ghatkopar,Ready to move
63850,1,Apartment,391,1.2,Cr,Ghatkopar,Ready to move
63853,2,Apartment,918,1.6,Cr,Ghatkopar,Ready to move
63854,2,Apartment,622,1.25,Cr,Ghatkopar,Under Construction
63856,1,Apartment,520,96,L,Ghatkopar,Under Construction
63857,1,Apartment,506,93,L,Ghatkopar,Under Construction
63858,2,Apartment,740,2.31,Cr,Ghatkopar,Ready to move
64041,1,Apartment,480,90,L,Ghatkopar,Ready to move
64044,2,Apartment,739,1.25,Cr,Ghatkopar,Under Construction
64047,1,Apartment,459,1,Cr,Ghatkopar,Under Construction
64048,2,Apartment,741,2.25,Cr,Ghatkopar,Ready to move
64049,2,Apartment,626,1.62,Cr,Ghatkopar,Ready to move
64050,2,Apartment,572,1.4,Cr,Ghatkopar,Ready to move
64054,2,Apartment,460,1.15,Cr,Ghatkopar,Under Construction
64055,2,Apartment,460,1.15,Cr,Ghatkopar,Under Construction
64087,1,Apartment,480,90,L,Ghatkopar,Ready to move
64089,2,Apartment,739,1.25,Cr,Ghatkopar,Under Construction
64261,1,Apartment,580,91,L,Ghatkopar,Under Construction
64274,2,Apartment,775,1.4,Cr,Ghatkopar,Under Construction
64315,4,Apartment,1975,3.5,Cr,Ghatkopar,Under Construction
64318,1,Apartment,750,1.5,Cr,Ghatkopar,Under Construction
65704,4,Apartment,3540,7.41,Cr,Ghatkopar,Ready to move
65961,1,Apartment,600,85,L,Ghatkopar,Under Construction
65962,3,Apartment,1200,1.73,Cr,Ghatkopar,Under Construction
65963,2,Apartment,675,1.13,Cr,Ghatkopar,Under Construction
65964,2,Apartment,750,1.09,Cr,Ghatkopar,Under Construction
65965,1,Apartment,625,87,L,Ghatkopar,Under Construction
66099,3,Apartment,1300,3,Cr,Ghatkopar,Under Construction
66356,3,Apartment,1350,3.65,Cr,Ghatkopar,Ready to move
66357,1,Apartment,675,1.4,Cr,Ghatkopar,Ready to move
66358,1,Apartment,575,86,L,Ghatkopar,Under Construction
66370,3,Apartment,1200,2.41,Cr,Ghatkopar,Ready to move
66387,2,Apartment,800,1.39,Cr,Ghatkopar,Under Construction
66388,1,Apartment,580,84,L,Ghatkopar,Under Construction
66389,2,Apartment,900,1.8,Cr,Ghatkopar,Under Construction
66405,1,Apartment,542,1.07,Cr,Ghatkopar,Under Construction
67367,1,Apartment,350,50,L,Ghatkopar,Under Construction
67549,3,Apartment,1600,3.1,Cr,Ghatkopar,Ready to move
67690,3,Apartment,1500,2.93,Cr,Ghatkopar,Under Construction
67691,2,Apartment,850,1.66,Cr,Ghatkopar,Under Construction
67692,4,Apartment,1650,4.37,Cr,Ghatkopar,Under Construction
67873,2,Apartment,800,1.71,Cr,Ghatkopar,Under Construction
67938,2,Apartment,550,1.25,Cr,Ghatkopar,Ready to move
67939,2,Apartment,600,1.4,Cr,Ghatkopar,Ready to move
67994,2,Apartment,670,1.17,Cr,Ghatkopar,Under Construction
68270,4,Apartment,2104,3,Cr,Ghatkopar,Under Construction
68337,2,Apartment,946,1.8,Cr,Ghatkopar,Ready to move
68348,2,Apartment,991,1.75,Cr,Ghatkopar,Under Construction
68358,3,Apartment,1547,3,Cr,Ghatkopar,Ready to move
68446,2,Apartment,1277,2.5,Cr,Ghatkopar,Ready to move
68448,3,Apartment,1401,3,Cr,Ghatkopar,Ready to move
68554,2,Apartment,1141,2.82,Cr,Ghatkopar,Ready to move
68555,2,Apartment,868,1.7,Cr,Ghatkopar,Ready to move
68556,1,Apartment,578,1.05,Cr,Ghatkopar,Ready to move
68557,2,Apartment,875,1.7,Cr,Ghatkopar,Under Construction
68558,1,Apartment,592,1.16,Cr,Ghatkopar,Under Construction
68559,1,Apartment,612,1.48,Cr,Ghatkopar,Under Construction
68561,2,Apartment,802,1.99,Cr,Ghatkopar,Under Construction
68562,1,Apartment,612,1.5,Cr,Ghatkopar,Under Construction
68563,1,Apartment,543,92,L,Ghatkopar,Under Construction
68605,4,Apartment,1638,3,Cr,Ghatkopar,Ready to move
68688,4,Apartment,1765,3,Cr,Ghatkopar,Ready to move
68813,3,Apartment,1401,2.5,Cr,Ghatkopar,Ready to move
68819,2,Apartment,1348,1.8,Cr,Ghatkopar,Ready to move
68870,3,Apartment,1614,2.5,Cr,Ghatkopar,Ready to move
68899,3,Apartment,1210,1.8,Cr,Ghatkopar,Under Construction
69045,3,Apartment,1200,3,Cr,Ghatkopar,Under Construction
69046,1,Apartment,600,1.11,Cr,Ghatkopar,Under Construction
69047,2,Apartment,775,1.5,Cr,Ghatkopar,Under Construction
69239,2,Apartment,725,1.76,Cr,Ghatkopar,Ready to move
69240,2,Apartment,950,2.15,Cr,Ghatkopar,Ready to move
69318,2,Apartment,725,1.35,Cr,Ghatkopar,Under Construction
69394,3,Apartment,1100,3.32,Cr,Ghatkopar,Under Construction
69395,2,Apartment,725,1.14,Cr,Ghatkopar,Under Construction
69396,3,Apartment,1800,4.28,Cr,Ghatkopar,Under Construction
69770,1,Apartment,650,94,L,Ghatkopar,Under Construction
69774,1,Apartment,575,96,L,Ghatkopar,Under Construction
69775,2,Apartment,850,1.65,Cr,Ghatkopar,Under Construction
69776,1,Apartment,640,89,L,Ghatkopar,Under Construction
69777,3,Apartment,1100,1.86,Cr,Ghatkopar,Under Construction
69778,2,Apartment,780,1.28,Cr,Ghatkopar,Under Construction
70196,1,Apartment,600,91,L,Ghatkopar,Under Construction
70197,2,Apartment,775,1.27,Cr,Ghatkopar,Under Construction
70198,2,Apartment,775,1.36,Cr,Ghatkopar,Under Construction
